endpoint,CV_AUC_mean,CV_AUC_std,Held_out_TP,Held_out_TN,Held_out_FP,Held_out_FN,Held_out_BA,Held_out_AUC,Held_out_MCC,Held_out_AUCPR,Held_out_Specificity,Held_out_Sensitivity,CV_R2_mean,CV_R2_std,Held_out_R2,Held_out_RMSE,Held_out_median_fold_error,Held_out_perc_2_fold,Held_out_perc_3_fold,Held_out_perc_5_fold
APR_HepG2_OxidativeStress_72h_up,0.5723958333333333,0.05531278496919727,7.0,35.0,5.0,9.0,0.65625,0.675,0.3440511766019877,0.6346232057416268,0.875,0.4375,,,,,,,,
TOX21_HSE_BLA_agonist_ch1,0.761868662999162,0.07896979394588485,0.0,391.0,0.0,16.0,0.5,0.6709558823529412,0.0,0.23153106994628095,1.0,0.0,,,,,,,,
BSK_KF3CT_SRB_down,0.6511398176291794,0.08462787484010191,0.0,58.0,1.0,10.0,0.4915254237288136,0.711864406779661,-0.04992516832922944,0.3476941697631353,0.9830508474576272,0.0,,,,,,,,
NVS_NR_hER,0.5593764172335601,0.0736273846325765,2.0,36.0,8.0,16.0,0.46464646464646464,0.4823232323232323,-0.08726171906745601,0.29620961518049216,0.8181818181818182,0.1111111111111111,,,,,,,,
ATG_HSE_CIS_up,0.6145451849124529,0.06730845328840011,0.0,116.0,5.0,18.0,0.4793388429752066,0.4476584022038568,-0.0745034133692936,0.11979765705887208,0.9586776859504132,0.0,,,,,,,,
ATG_GATA_CIS_dn,0.774391369562709,0.12476328307245801,0.0,135.0,0.0,4.0,0.5,0.38981481481481484,0.0,0.027714796441915563,1.0,0.0,,,,,,,,
TOX21_p53_BLA_p2_ch2,0.7133867617434597,0.04903094948302232,7.0,417.0,4.0,51.0,0.5555942337619788,0.7002621017282332,0.24215615941264265,0.34543284059982593,0.9904988123515439,0.1206896551724138,,,,,,,,
BSK_LPS_PGE2_up,0.47777777777777775,0.10333000536202702,0.0,64.0,0.0,5.0,0.5,0.41562499999999997,0.0,0.07547378367635657,1.0,0.0,,,,,,,,
BSK_SAg_SRB_down,0.6404181184668989,0.11906795667757517,9.0,41.0,10.0,9.0,0.6519607843137255,0.8039215686274509,0.29875904328450453,0.6360141766846747,0.803921568627451,0.5,,,,,,,,
TOX21_ERa_BLA_Antagonist_ch1,0.6608235850287764,0.029189853015340193,0.0,458.0,0.0,21.0,0.5,0.6545019754626741,0.0,0.12536132276328057,1.0,0.0,,,,,,,,
BSK_KF3CT_IL1a_down,0.6476859504132231,0.028017138392649302,5.0,50.0,5.0,9.0,0.6331168831168831,0.7350649350649351,0.3041462685525571,0.5166523709392978,0.9090909090909091,0.35714285714285715,,,,,,,,
ATG_ERE_CIS_dn,0.650930779352445,0.10164010108176424,3.0,127.0,1.0,8.0,0.6324573863636364,0.6875,0.4277702962418047,0.37529868125475635,0.9921875,0.2727272727272727,,,,,,,,
BSK_3C_Eselectin_down,0.5571367521367522,0.027496003468419447,10.0,43.0,6.0,10.0,0.6887755102040816,0.7040816326530612,0.40587355933671776,0.5249721501204053,0.8775510204081632,0.5,,,,,,,,
BSK_LPS_TissueFactor_down,0.6080018501387604,0.04251880171332407,3.0,56.0,3.0,7.0,0.6245762711864407,0.676271186440678,0.3112758509220264,0.35486216557819983,0.9491525423728814,0.3,,,,,,,,
BSK_4H_VCAM1_down,0.6482860569547876,0.09080945381801069,4.0,45.0,2.0,18.0,0.5696324951644101,0.5328820116054159,0.23033308413919684,0.46526848925977815,0.9574468085106383,0.18181818181818182,,,,,,,,
CEETOX_H295R_ESTRONE_up,0.6332244008714596,0.07332991576469855,0.0,23.0,0.0,4.0,0.5,0.5869565217391304,0.0,0.24833333333333335,1.0,0.0,,,,,,,,
ATG_NRF1_CIS_dn,0.5505663430420713,0.09603941778195975,0.0,129.0,0.0,10.0,0.5,0.6651162790697674,0.0,0.13461530863828378,1.0,0.0,,,,,,,,
ATG_PPARd_TRANS_up,0.4714059074650975,0.14971433755436986,0.0,135.0,0.0,4.0,0.5,0.4925925925925926,0.0,0.03514001738216509,1.0,0.0,,,,,,,,
CEETOX_H295R_ESTRADIOL_up,0.6413943355119825,0.13221394568073747,0.0,22.0,0.0,4.0,0.5,0.625,0.0,0.3444940476190476,1.0,0.0,,,,,,,,
BSK_4H_Eotaxin3_down,0.6598684210526315,0.055028340271274366,7.0,42.0,7.0,13.0,0.6035714285714285,0.6551020408163265,0.2336886595673603,0.5132804148533855,0.8571428571428571,0.35,,,,,,,,
BSK_hDFCGF_EGFR_up,0.7360734037204625,0.149137513411399,0.0,65.0,0.0,4.0,0.5,0.5653846153846154,0.0,0.10968612554978009,1.0,0.0,,,,,,,,
TOX21_p53_BLA_p3_ratio,0.7348044314618181,0.026054581865045202,21.0,402.0,12.0,44.0,0.6470457079152732,0.7094388703084357,0.3976626458371559,0.44572614784838066,0.9710144927536232,0.3230769230769231,,,,,,,,
Tanguay_ZF_120hpf_ActivityScore,0.6322610229276895,0.08343073460115176,4.0,43.0,2.0,8.0,0.6444444444444445,0.7592592592592592,0.38376645040070795,0.5748197378632162,0.9555555555555556,0.3333333333333333,,,,,,,,
BSK_SAg_CD69_down,0.645474358974359,0.09175940798978113,7.0,48.0,2.0,12.0,0.6642105263157895,0.6789473684210526,0.4356080646233634,0.6112306050099618,0.96,0.3684210526315789,,,,,,,,
ATG_PPARa_TRANS_up,0.5014075510828757,0.06036486906233206,0.0,118.0,6.0,15.0,0.47580645161290325,0.47150537634408607,-0.07387280531772535,0.11329076477514768,0.9516129032258065,0.0,,,,,,,,
OT_AR_ARSRC1_0480,0.5181329028786656,0.09326016422613942,1.0,74.0,0.0,8.0,0.5555555555555556,0.6291291291291291,0.31665596901057635,0.26213746139342864,1.0,0.1111111111111111,,,,,,,,
BSK_LPS_SRB_down,0.6950795586527294,0.06472590624335604,4.0,48.0,2.0,15.0,0.5852631578947368,0.628421052631579,0.2703381341337498,0.5155309136772626,0.96,0.21052631578947367,,,,,,,,
NVS_NR_hPPARa,0.6051587301587302,0.12381969840162788,0.0,15.0,3.0,5.0,0.4166666666666667,0.4777777777777778,-0.20412414523193148,0.2310839160839161,0.8333333333333334,0.0,,,,,,,,
TOX21_PPARd_BLA_agonist_ratio,0.5988335444885651,0.13475613377564358,0.0,397.0,0.0,10.0,0.5,0.517632241813602,0.0,0.11822531651396381,1.0,0.0,,,,,,,,
CEETOX_H295R_DOC_dn,0.5806349206349206,0.07809878685961978,0.0,18.0,0.0,8.0,0.5,0.41666666666666663,0.0,0.31380654369784805,1.0,0.0,,,,,,,,
ATG_DR5_CIS_up,0.6287282222347157,0.04906659345461868,2.0,120.0,4.0,13.0,0.5505376344086022,0.4666666666666667,0.1543120822192485,0.19512591196158252,0.967741935483871,0.13333333333333333,,,,,,,,
TOX21_AR_BLA_Agonist_ratio,0.7526873997462233,0.036375677994652085,0.0,446.0,0.0,33.0,0.5,0.6999592335915206,0.0,0.17402675067921544,1.0,0.0,,,,,,,,
TOX21_AR_BLA_Agonist_ch2,0.6598070103847297,0.018863238979155757,1.0,447.0,0.0,31.0,0.515625,0.7118288590604026,0.170948314878599,0.2671473528187424,1.0,0.03125,,,,,,,,
BSK_BE3C_IL1a_down,0.5897283950617285,0.14532407902309577,6.0,53.0,4.0,6.0,0.7149122807017544,0.8728070175438597,0.4627999184269437,0.6195347381376793,0.9298245614035088,0.5,,,,,,,,
BSK_3C_Proliferation_down,0.6210350790513834,0.06866100782120912,10.0,27.0,13.0,19.0,0.5099137931034483,0.5887931034482758,0.020761369963434993,0.5187116969576159,0.675,0.3448275862068966,,,,,,,,
BSK_hDFCGF_IP10_down,0.5611221917916964,0.09820435888063977,7.0,43.0,5.0,14.0,0.6145833333333334,0.6636904761904762,0.27819778188898847,0.546969861252738,0.8958333333333334,0.3333333333333333,,,,,,,,
TOX21_p53_BLA_p4_ch1,0.7157604108854109,0.036669290896180096,5.0,429.0,10.0,35.0,0.5511104783599089,0.7108200455580866,0.16236692929518037,0.27948132234327316,0.9772209567198178,0.125,,,,,,,,
Tanguay_ZF_120hpf_EYE_up,0.5649825783972126,0.1000269752277907,0.0,51.0,1.0,4.0,0.49038461538461536,0.5576923076923077,-0.03739787960033829,0.1253921568627451,0.9807692307692307,0.0,,,,,,,,
TOX21_NFkB_BLA_agonist_ch1,0.7482089855482139,0.05833986593383676,0.0,389.0,0.0,18.0,0.5,0.7884890031419595,0.0,0.28010181704216397,1.0,0.0,,,,,,,,
ATG_Oct_MLP_CIS_up,0.64019164356243,0.08189867115353992,3.0,101.0,11.0,24.0,0.5064484126984127,0.6107804232804233,0.016953317256112287,0.2995077790767436,0.9017857142857143,0.1111111111111111,,,,,,,,
TOX21_p53_BLA_p3_viability,0.7196803881844961,0.051718266207985544,1.0,446.0,1.0,31.0,0.5145064317673378,0.704837807606264,0.11234277794166518,0.25801403405028017,0.9977628635346756,0.03125,,,,,,,,
NCCT_QuantiLum_inhib_2_dn,0.4088095238095238,0.11176688568039228,0.0,17.0,1.0,5.0,0.4722222222222222,0.5444444444444445,-0.11236664374387369,0.2564425770308123,0.9444444444444444,0.0,,,,,,,,
BSK_CASM3C_LDLR_down,0.6317278911564627,0.10320352574602426,0.0,62.0,0.0,7.0,0.5,0.39631336405529954,0.0,0.09067398008901384,1.0,0.0,,,,,,,,
TOX21_AutoFluor_HEK293_Cell_blue,0.662142410776281,0.15638933702362007,0.0,474.0,0.0,5.0,0.5,0.6835443037974684,0.0,0.10945431603886718,1.0,0.0,,,,,,,,
TOX21_AR_LUC_MDAKB2_Agonist,0.608803901226753,0.058985431976328995,0.0,445.0,0.0,34.0,0.5,0.711368142762723,0.0,0.20002065658430807,1.0,0.0,,,,,,,,
ATG_AP_2_CIS_dn,0.6289793179317933,0.07472604837328731,2.0,127.0,0.0,10.0,0.5833333333333334,0.6358267716535433,0.3930664276493379,0.3760214133598219,1.0,0.16666666666666666,,,,,,,,
BSK_CASM3C_IL6_down,0.6297949543746645,0.1136162519096823,1.0,56.0,1.0,11.0,0.5328947368421052,0.7309941520467836,0.14863875661676587,0.35432486031833416,0.9824561403508771,0.08333333333333333,,,,,,,,
APR_HepG2_MitoticArrest_72h_up,0.6587378515301902,0.04277502134674584,3.0,35.0,5.0,12.0,0.5375,0.575,0.09474209111998338,0.43620936075081207,0.875,0.2,,,,,,,,
TOX21_GR_BLA_Agonist_ch2,0.7595882400064087,0.03405255376125999,0.0,456.0,0.0,23.0,0.5,0.6901220442410375,0.0,0.261536199585067,1.0,0.0,,,,,,,,
ATG_HNF6_CIS_dn,0.583679245283019,0.08664137795006786,0.0,133.0,0.0,6.0,0.5,0.6904761904761905,0.0,0.153278868647757,1.0,0.0,,,,,,,,
BSK_CASM3C_MCP1_down,0.7027355623100303,0.09984600026631879,0.0,58.0,1.0,10.0,0.4915254237288136,0.7796610169491525,-0.04992516832922944,0.29271820127731357,0.9830508474576272,0.0,,,,,,,,
ATG_ERE_CIS_up,0.5656211640211639,0.059805026248477285,12.0,70.0,24.0,33.0,0.5056737588652482,0.4631205673758865,0.012119960123881795,0.3278492938933365,0.7446808510638298,0.26666666666666666,,,,,,,,
Tanguay_ZF_120hpf_MORT_up,0.7501623931623932,0.09727297219617213,1.0,50.0,0.0,6.0,0.5714285714285714,0.72,0.35714285714285715,0.3326203288332877,1.0,0.14285714285714285,,,,,,,,
BSK_LPS_CD40_down,0.6042758196395968,0.0674313167859262,2.0,46.0,2.0,19.0,0.5267857142857143,0.5109126984126984,0.10548162696116146,0.3892796041833479,0.9583333333333334,0.09523809523809523,,,,,,,,
BSK_KF3CT_MMP9_down,0.6126581196581197,0.08769183452330649,5.0,49.0,1.0,14.0,0.621578947368421,0.6421052631578947,0.38548215422775434,0.5351303173156066,0.98,0.2631578947368421,,,,,,,,
ATG_RXRb_TRANS_up,0.574609649122807,0.08277081426852877,2.0,114.0,6.0,17.0,0.5276315789473685,0.5276315789473685,0.08151217474943534,0.18252171203629022,0.95,0.10526315789473684,,,,,,,,
BSK_CASM3C_VCAM1_down,0.6928888888888889,0.09927539946165718,5.0,52.0,5.0,7.0,0.6644736842105263,0.7807017543859649,0.35418361104102836,0.5536404211238996,0.9122807017543859,0.4166666666666667,,,,,,,,
BSK_SAg_MCP1_down,0.597212543554007,0.05731045363849254,3.0,51.0,0.0,15.0,0.5833333333333334,0.7233115468409586,0.3588702812826367,0.6108979983496893,1.0,0.16666666666666666,,,,,,,,
NVS_NR_mERa,0.5065597507331379,0.061084424751156295,3.0,34.0,6.0,10.0,0.5403846153846154,0.4980769230769231,0.09255502993589039,0.31365501611918334,0.85,0.23076923076923078,,,,,,,,
TOX21_p53_BLA_p2_ch1,0.7464804950772745,0.025639916926683375,1.0,446.0,1.0,31.0,0.5145064317673378,0.6558305369127516,0.11234277794166518,0.21787023860814114,0.9977628635346756,0.03125,,,,,,,,
BSK_4H_Pselectin_down,0.5947270615563298,0.11254608475548067,6.0,47.0,4.0,12.0,0.6274509803921569,0.6873638344226579,0.31795708809584483,0.4607653942928308,0.9215686274509803,0.3333333333333333,,,,,,,,
OT_ER_ERaERa_1440,0.5720129870129871,0.1091621308170565,0.0,70.0,0.0,8.0,0.5,0.5232142857142857,0.0,0.11087831163636275,1.0,0.0,,,,,,,,
BSK_SAg_PBMCCytotoxicity_down,0.6235889550900122,0.10393635581262631,2.0,52.0,3.0,12.0,0.5441558441558442,0.6,0.13698990388431465,0.3347005968436559,0.9454545454545454,0.14285714285714285,,,,,,,,
ATG_Myb_CIS_dn,0.45713626398984647,0.268748449465354,0.0,135.0,0.0,4.0,0.5,0.8055555555555556,0.0,0.08522727272727273,1.0,0.0,,,,,,,,
BSK_SAg_MIG_down,0.6848429951690821,0.0911320518606553,2.0,57.0,1.0,9.0,0.5822884012539185,0.6379310344827587,0.29542440164530975,0.3818579813119639,0.9827586206896551,0.18181818181818182,,,,,,,,
APR_HepG2_MitoMass_24h_dn,0.6002980424033055,0.11090930883472086,1.0,47.0,1.0,7.0,0.5520833333333333,0.4479166666666667,0.19641855032959654,0.185275610409672,0.9791666666666666,0.125,,,,,,,,
TOX21_p53_BLA_p2_ratio,0.7485972828263977,0.029078770081897357,24.0,395.0,14.0,46.0,0.6543136570031436,0.7407614390499477,0.40339818525647253,0.45670329056219205,0.9657701711491442,0.34285714285714286,,,,,,,,
BSK_SAg_Proliferation_down,0.6578048269253803,0.04400890332395552,14.0,21.0,20.0,14.0,0.5060975609756098,0.5322299651567943,0.011977980754514665,0.5136406161604137,0.5121951219512195,0.5,,,,,,,,
TOX21_GR_BLA_Agonist_ch1,0.7738840359031898,0.057594506931753164,0.0,459.0,0.0,20.0,0.5,0.5661764705882354,0.0,0.17861434474770244,1.0,0.0,,,,,,,,
ATG_GRE_CIS_dn,0.5601984126984126,0.067042707924441,0.0,131.0,0.0,8.0,0.5,0.7700381679389313,0.0,0.35681324989196683,1.0,0.0,,,,,,,,
BSK_BE3C_TGFb1_down,0.6932796564680622,0.06245668436992761,0.0,58.0,0.0,11.0,0.5,0.5987460815047022,0.0,0.3171315588923044,1.0,0.0,,,,,,,,
TOX21_p53_BLA_p3_ch1,0.6464044177775417,0.03069305366260759,9.0,428.0,5.0,37.0,0.5920524149010945,0.6753188071091476,0.32203090435809706,0.3786560067024515,0.9884526558891455,0.1956521739130435,,,,,,,,
ATG_MRE_CIS_up,0.6487638746119263,0.06189285187114723,6.0,98.0,4.0,31.0,0.5614732379438262,0.6558028616852147,0.21029172209408317,0.4172200282187753,0.9607843137254902,0.16216216216216217,,,,,,,,
BSK_LPS_MCP1_down,0.6554029304029305,0.07644496453053246,6.0,51.0,2.0,10.0,0.6686320754716981,0.5825471698113208,0.444588470537484,0.5072488014288804,0.9622641509433962,0.375,,,,,,,,
BSK_SAg_IL8_down,0.5227106227106227,0.0688176912282337,5.0,50.0,3.0,11.0,0.6279481132075472,0.7158018867924529,0.3373276157574616,0.5382707603859656,0.9433962264150944,0.3125,,,,,,,,
OT_ERa_EREGFP_0120,0.650882768361582,0.05675519295999443,0.0,75.0,0.0,10.0,0.5,0.588,0.0,0.2141033350811649,1.0,0.0,,,,,,,,
ATG_HIF1a_CIS_up,0.6299866600724023,0.03312412281982496,4.0,106.0,12.0,17.0,0.5443906376109766,0.6178369652945924,0.09962296949616893,0.28262191957717,0.8983050847457628,0.19047619047619047,,,,,,,,
BSK_SAg_Eselectin_down,0.6401623931623932,0.0788930113469456,5.0,45.0,5.0,14.0,0.5815789473684211,0.5252631578947369,0.20703505673919306,0.39447710351553533,0.9,0.2631578947368421,,,,,,,,
BSK_3C_HLADR_down,0.5916666666666666,0.07092160950638408,13.0,35.0,8.0,13.0,0.6569767441860466,0.8085867620751341,0.33064042357370144,0.6600164370963792,0.813953488372093,0.5,,,,,,,,
BSK_4H_VEGFRII_down,0.6986394557823129,0.06797797963466741,1.0,60.0,1.0,7.0,0.5543032786885246,0.7049180327868853,0.2072590768403485,0.3816937078462114,0.9836065573770492,0.125,,,,,,,,
TOX21_p53_BLA_p5_ratio,0.7475802314313401,0.06007612669329775,14.0,401.0,12.0,52.0,0.5915327610242864,0.7770929635336414,0.27849524022902805,0.4535807372928537,0.9709443099273608,0.21212121212121213,,,,,,,,
BSK_3C_SRB_down,0.6302243419890479,0.05006023705605091,7.0,39.0,8.0,15.0,0.5739845261121856,0.6934235976789168,0.16718166725034023,0.5400356143787569,0.8297872340425532,0.3181818181818182,,,,,,,,
OT_ER_ERbERb_1440,0.5470416061925496,0.07595238863430635,0.0,65.0,1.0,12.0,0.49242424242424243,0.5820707070707071,-0.048592953074986255,0.25592845361439126,0.9848484848484849,0.0,,,,,,,,
APR_HepG2_MicrotubuleCSK_72h_up,0.6315064102564103,0.08879035877081973,0.0,48.0,1.0,6.0,0.4897959183673469,0.5476190476190476,-0.047619047619047616,0.23386213723025867,0.9795918367346939,0.0,,,,,,,,
ATG_NURR1_TRANS_up,0.49000544662309353,0.08093623272335673,0.0,128.0,0.0,11.0,0.5,0.5681818181818181,0.0,0.103375597570644,1.0,0.0,,,,,,,,
BSK_BE3C_HLADR_down,0.7065940766550523,0.042265573153758486,2.0,51.0,0.0,16.0,0.5555555555555556,0.5827886710239651,0.290821447675134,0.38401797792752346,1.0,0.1111111111111111,,,,,,,,
TOX21_FXR_BLA_agonist_ratio,0.6581413410780499,0.039725297889984475,0.0,394.0,0.0,13.0,0.5,0.7090980085903944,0.0,0.14910952429372612,1.0,0.0,,,,,,,,
TOX21_NFkB_BLA_agonist_ratio,0.6978817204301077,0.07738456020679975,0.0,388.0,0.0,19.0,0.5,0.7122897449810092,0.0,0.08879178395524458,1.0,0.0,,,,,,,,
TOX21_AR_BLA_Antagonist_viability,0.7272065159317487,0.04183948365877581,3.0,442.0,2.0,32.0,0.5406048906048906,0.7279922779922781,0.20795035910271178,0.32095182266325667,0.9954954954954955,0.08571428571428572,,,,,,,,
APR_HepG2_CellCycleArrest_24h_dn,0.6018929643929644,0.12538023594042405,2.0,41.0,5.0,8.0,0.5456521739130434,0.6304347826086957,0.1057361065275362,0.3152729339430107,0.8913043478260869,0.2,,,,,,,,
TOX21_p53_BLA_p2_viability,0.6554001184001185,0.06864373130131522,1.0,436.0,3.0,39.0,0.5090831435079727,0.6279043280182233,0.055227022171580965,0.16246249205618163,0.9931662870159453,0.025,,,,,,,,
TOX21_PPARg_BLA_Agonist_ch2,0.5613332756781688,0.03831885143340732,0.0,465.0,0.0,14.0,0.5,0.5811059907834101,0.0,0.07795473449130658,1.0,0.0,,,,,,,,
CEETOX_H295R_ANDR_dn,0.5416488603988604,0.13433637084412534,1.0,12.0,4.0,10.0,0.42045454545454547,0.36363636363636365,-0.20123585110162412,0.3517789944260532,0.75,0.09090909090909091,,,,,,,,
TOX21_ERa_BLA_Agonist_ratio,0.5294968696546087,0.07274717675178377,0.0,446.0,1.0,32.0,0.4988814317673378,0.6812779642058167,-0.012237910684821406,0.1627717739508317,0.9977628635346756,0.0,,,,,,,,
TOX21_PPARg_BLA_antagonist_ratio,0.6489243553898726,0.038527525698949704,0.0,370.0,0.0,37.0,0.5,0.6723886048210374,0.0,0.1857541721395703,1.0,0.0,,,,,,,,
CEETOX_H295R_TESTO_dn,0.41598639455782316,0.1197916496900434,4.0,5.0,13.0,4.0,0.3888888888888889,0.36111111111111116,-0.21558722225451818,0.28906265835613665,0.2777777777777778,0.5,,,,,,,,
BSK_hDFCGF_IL8_down,0.7572061803444782,0.08342952715557138,3.0,59.0,1.0,6.0,0.6583333333333333,0.7148148148148148,0.4563652383444983,0.43979358221631404,0.9833333333333333,0.3333333333333333,,,,,,,,
TOX21_VDR_BLA_antagonist_ratio,0.7968455873081801,0.04942712334114655,0.0,385.0,1.0,21.0,0.49870466321243523,0.7640019738465335,-0.011575852337270298,0.3394288676648384,0.9974093264248705,0.0,,,,,,,,
TOX21_ERa_BLA_Antagonist_ch2,0.8138491238491239,0.07422768513051833,0.0,462.0,0.0,17.0,0.5,0.7142857142857143,0.0,0.14879181444185688,1.0,0.0,,,,,,,,
ATG_RXRa_TRANS_up,0.4780610961365679,0.0743717783563731,0.0,133.0,0.0,6.0,0.5,0.5538847117794485,0.0,0.09487422985133259,1.0,0.0,,,,,,,,
BSK_LPS_IL8_down,0.6011237470539796,0.02160100105959148,5.0,48.0,5.0,11.0,0.6090801886792453,0.5424528301886792,0.261545827761002,0.4185181488213439,0.9056603773584906,0.3125,,,,,,,,
BSK_LPS_PGE2_down,0.5019387116948093,0.06850910779901219,7.0,44.0,8.0,10.0,0.6289592760180995,0.7149321266968326,0.2694425655472941,0.5109608354463435,0.8461538461538461,0.4117647058823529,,,,,,,,
ATG_TCF_b_cat_CIS_dn,0.5858036626295053,0.05004627041720548,4.0,111.0,1.0,23.0,0.5696097883597884,0.5720899470899471,0.2957697818895933,0.3499346611947636,0.9910714285714286,0.14814814814814814,,,,,,,,
TOX21_PPARd_BLA_Agonist_viability,0.7778970146617207,0.06461101533201401,13.0,354.0,7.0,33.0,0.6316090569673611,0.7567144405636518,0.3855474271808483,0.43616978910945503,0.9806094182825484,0.2826086956521739,,,,,,,,
TOX21_ARE_BLA_Agonist_ch2,0.5572822939290517,0.0242627416708232,2.0,349.0,17.0,39.0,0.501166200186592,0.5049980007996802,0.0033276903708444406,0.10266469783518664,0.953551912568306,0.04878048780487805,,,,,,,,
TOX21_PPARg_BLA_antagonist_viability,0.773393980233603,0.10359525406084044,0.0,398.0,0.0,9.0,0.5,0.6462869905080961,0.0,0.30614115357667815,1.0,0.0,,,,,,,,
ATG_FXR_TRANS_up,0.587911051212938,0.1534206115901923,0.0,133.0,0.0,6.0,0.5,0.7005012531328321,0.0,0.17561820961790087,1.0,0.0,,,,,,,,
