endpoint,CV_AUC_mean,CV_AUC_std,Held_out_TP,Held_out_TN,Held_out_FP,Held_out_FN,Held_out_BA,Held_out_AUC,Held_out_MCC,Held_out_AUCPR,Held_out_Specificity,Held_out_Sensitivity,CV_R2_mean,CV_R2_std,Held_out_R2,Held_out_RMSE,Held_out_median_fold_error,Held_out_perc_2_fold,Held_out_perc_3_fold,Held_out_perc_5_fold
TOX21_ERa_BLA_Antagonist_ch1,0.7677784929179452,0.042109887863784425,2.0,444.0,28.0,19.0,0.5179580306698951,0.6254035512510088,0.030340185268289514,0.10313914311874711,0.940677966101695,0.09523809523809523,,,,,,,,
OT_AR_ARSRC1_0960,0.7414149008885851,0.06718600480385466,7.0,63.0,9.0,6.0,0.7067307692307692,0.7649572649572649,0.3807049327489703,0.4831977616364628,0.875,0.5384615384615384,,,,,,,,
TOX21_VDR_BLA_antagonist_viability,0.7792862435696488,0.031835908528230775,3.0,385.0,15.0,13.0,0.575,0.7570312500000002,0.1417762410016672,0.26644234935663724,0.9625,0.1875,,,,,,,,
OT_AR_ARELUC_AG_1440,0.6765412414965987,0.1361920616685233,4.0,74.0,5.0,4.0,0.7183544303797469,0.6281645569620253,0.41436397142056747,0.40922526254085595,0.9367088607594937,0.5,,,,,,,,
ACEA_T47D_80hr_Positive,0.7057768460284184,0.1076365232165962,9.0,51.0,16.0,10.0,0.617439120188531,0.6661429693637078,0.21459621843297277,0.5990745520611458,0.7611940298507462,0.47368421052631576,,,,,,,,
ATG_DR5_CIS_up,0.7044639701526714,0.03757765499714448,3.0,110.0,17.0,12.0,0.5330708661417323,0.6703412073490814,0.05844241339549885,0.19435943829707553,0.8661417322834646,0.2,,,,,,,,
ATG_HIF1a_CIS_up,0.6307004244996968,0.07546607527088457,6.0,104.0,17.0,15.0,0.5726092089728454,0.6544667453758363,0.13992220321612092,0.28109702794496044,0.859504132231405,0.2857142857142857,,,,,,,,
BSK_LPS_TNFa_up,0.4891672714078375,0.1239203263709416,1.0,63.0,3.0,4.0,0.5772727272727273,0.6545454545454545,0.17149276758843932,0.2857204604181348,0.9545454545454546,0.2,,,,,,,,
TOX21_FXR_BLA_Antagonist_ch1,0.7139035486806187,0.02833898431192589,3.0,359.0,34.0,20.0,0.521960393848877,0.6632370837482021,0.03526223590526973,0.08748713219127432,0.9134860050890585,0.13043478260869565,,,,,,,,
TOX21_ERa_BLA_Antagonist_ch2,0.7530777124519353,0.03651865930706626,7.0,464.0,12.0,10.0,0.6932773109243697,0.782377656945131,0.3664146556602478,0.3097104898299463,0.9747899159663865,0.4117647058823529,,,,,,,,
TOX21_PPARd_BLA_agonist_ratio,0.6604340828924162,0.11721813300662134,1.0,402.0,4.0,9.0,0.5450738916256158,0.7109605911330049,0.12671036895593535,0.1760054664962012,0.9901477832512315,0.1,,,,,,,,
ATG_TCF_b_cat_CIS_dn,0.6326238978412893,0.04734091666389859,16.0,88.0,26.0,12.0,0.6716791979949874,0.7202380952380952,0.2993329099073044,0.43520966740591704,0.7719298245614035,0.5714285714285714,,,,,,,,
ATG_GR_TRANS_up,0.8331192660550458,0.07742075672097377,6.0,135.0,1.0,0.0,0.9963235294117647,1.0,0.9224100694021362,1.0,0.9926470588235294,1.0,,,,,,,,
BSK_4H_Pselectin_down,0.670646535036779,0.05561597101312597,8.0,36.0,16.0,11.0,0.5566801619433198,0.665991902834008,0.10609257747758116,0.43781597413264284,0.6923076923076923,0.42105263157894735,,,,,,,,
BSK_3C_HLADR_down,0.7072795987081701,0.06714056281017361,15.0,37.0,7.0,12.0,0.6982323232323233,0.7415824915824916,0.4162011792391331,0.6539125717860532,0.8409090909090909,0.5555555555555556,,,,,,,,
ATG_Oct_MLP_CIS_up,0.694270222531092,0.0532138006161805,15.0,86.0,29.0,12.0,0.6516908212560386,0.7468599033816425,0.2574427847013775,0.404785462466405,0.7478260869565218,0.5555555555555556,,,,,,,,
TOX21_p53_BLA_p1_ch2,0.7815796057363598,0.03495228312609762,16.0,414.0,38.0,25.0,0.6530865529894236,0.7817828620764083,0.2707067255283214,0.38753224233110317,0.915929203539823,0.3902439024390244,,,,,,,,
BSK_CASM3C_IL6_down,0.6924411553088704,0.11292916120294909,5.0,44.0,15.0,7.0,0.5812146892655368,0.6751412429378532,0.135325962796999,0.2651311870621237,0.7457627118644068,0.4166666666666667,,,,,,,,
TOX21_FXR_BLA_antagonist_viability,0.8013123603871929,0.06647774478538607,8.0,358.0,37.0,13.0,0.6436407474382158,0.6458107293550331,0.20249888463978163,0.12595202291873736,0.9063291139240506,0.38095238095238093,,,,,,,,
TOX21_VDR_BLA_antagonist_ratio,0.7149284814722888,0.06602335073324071,4.0,373.0,21.0,18.0,0.5642593447161975,0.656783571758191,0.1210228445504744,0.12517424123269208,0.9467005076142132,0.18181818181818182,,,,,,,,
BSK_CASM3C_Proliferation_down,0.6230298719772404,0.06437957014363221,8.0,35.0,12.0,16.0,0.5390070921985816,0.6090425531914894,0.08204045049009662,0.39773550049462036,0.7446808510638298,0.3333333333333333,,,,,,,,
BSK_SAg_Proliferation_down,0.6207703634813609,0.05991176968243274,15.0,27.0,15.0,14.0,0.5800492610837439,0.6371100164203612,0.15931563961693443,0.552716366373324,0.6428571428571429,0.5172413793103449,,,,,,,,
TOX21_VDR_BLA_agonist_ch2,0.8212566721031951,0.07921892825008814,0.0,411.0,0.0,5.0,0.5,0.5751824817518248,0.0,0.02031538688277333,1.0,0.0,,,,,,,,
BSK_LPS_TNFa_down,0.6267074592074593,0.049385506116322024,4.0,42.0,14.0,11.0,0.5083333333333333,0.5535714285714286,0.015639188177407348,0.2303118065181624,0.75,0.26666666666666666,,,,,,,,
BSK_BE3C_uPAR_down,0.6423611111111112,0.1131345759745885,5.0,55.0,6.0,5.0,0.7008196721311475,0.8196721311475409,0.3861261360564084,0.5043995648940383,0.9016393442622951,0.5,,,,,,,,
CEETOX_H295R_ANDR_dn,0.5252849002849003,0.08822253706012037,6.0,3.0,13.0,5.0,0.3664772727272727,0.41477272727272724,-0.2873556429761546,0.4179837373955021,0.1875,0.5454545454545454,,,,,,,,
TOX21_PPARg_BLA_Agonist_ch2,0.6493663757446514,0.08632945454036224,4.0,455.0,24.0,10.0,0.6178049507903369,0.7576796898300029,0.16909073825843404,0.1613997457386765,0.9498956158663883,0.2857142857142857,,,,,,,,
BSK_SAg_MIG_down,0.684269109535067,0.08784420296401955,4.0,52.0,8.0,7.0,0.6151515151515152,0.6969696969696969,0.22235914288969383,0.3712867672433857,0.8666666666666667,0.36363636363636365,,,,,,,,
ATG_HSE_CIS_up,0.6990806019377447,0.02789085441573846,7.0,103.0,21.0,11.0,0.6097670250896058,0.7473118279569892,0.18357669361820206,0.23541751186378274,0.8306451612903226,0.3888888888888889,,,,,,,,
ATG_NRF2_ARE_CIS_up,0.692061191626409,0.024234255354679914,37.0,56.0,30.0,19.0,0.6559385382059801,0.7094061461794021,0.30532239506709186,0.5821171504736184,0.6511627906976745,0.6607142857142857,,,,,,,,
TOX21_AR_BLA_Antagonist_ratio,0.7794635838452327,0.027879700490306518,43.0,357.0,55.0,38.0,0.6986845259498982,0.7663010907347476,0.3689551459138159,0.4138305370616791,0.866504854368932,0.5308641975308642,,,,,,,,
APR_HepG2_MitoMembPot_24h_dn,0.6161411411411412,0.07736221867449072,4.0,41.0,6.0,7.0,0.6179883945841393,0.6673114119922631,0.24490290711546103,0.34575322991008445,0.8723404255319149,0.36363636363636365,,,,,,,,
APR_HepG2_p53Act_24h_up,0.5952160493827161,0.045686519236345195,5.0,35.0,11.0,7.0,0.588768115942029,0.5706521739130435,0.16090587460714972,0.44365242887048156,0.7608695652173914,0.4166666666666667,,,,,,,,
OT_AR_ARSRC1_0480,0.8093784153005465,0.061497171005664666,5.0,71.0,6.0,4.0,0.7388167388167388,0.8528138528138528,0.4377583131400817,0.542109500805153,0.922077922077922,0.5555555555555556,,,,,,,,
APR_HepG2_MitoticArrest_24h_up,0.6163146479813146,0.05667242268511454,5.0,32.0,14.0,7.0,0.5561594202898551,0.5543478260869565,0.09694223912886053,0.3061917291380011,0.6956521739130435,0.4166666666666667,,,,,,,,
BSK_hDFCGF_IP10_down,0.6465761689291101,0.06485360054271787,10.0,36.0,14.0,11.0,0.598095238095238,0.6942857142857142,0.18928579393752348,0.588373962978799,0.72,0.47619047619047616,,,,,,,,
BSK_CASM3C_LDLR_up,0.8693396226415094,0.04757789929084253,0.0,67.0,0.0,4.0,0.5,0.9850746268656716,0.0,0.6791666666666667,1.0,0.0,,,,,,,,
TOX21_AutoFluor_HEPG2_Media_blue,0.7202626722035463,0.11259039383692637,1.0,487.0,1.0,4.0,0.5989754098360656,0.9200819672131149,0.3120300880800598,0.2107543194268858,0.9979508196721312,0.2,,,,,,,,
Tanguay_ZF_120hpf_AXIS_up,0.6368131868131868,0.0562648198322666,3.0,41.0,9.0,5.0,0.5974999999999999,0.63,0.16599502349795597,0.26243802798079113,0.82,0.375,,,,,,,,
ATG_IR1_CIS_dn,0.7614414826097995,0.0710842039746937,5.0,100.0,26.0,11.0,0.5530753968253967,0.71875,0.08125052449479934,0.18980929286335915,0.7936507936507936,0.3125,,,,,,,,
BSK_3C_uPAR_down,0.7007723577235773,0.0816059467035249,9.0,41.0,11.0,10.0,0.6310728744939271,0.6963562753036436,0.25800089106825574,0.4582785483594079,0.7884615384615384,0.47368421052631576,,,,,,,,
CEETOX_H295R_ESTRONE_up,0.7081154684095861,0.11475976695440404,0.0,23.0,0.0,4.0,0.5,0.7391304347826086,0.0,0.3150735294117647,1.0,0.0,,,,,,,,
TOX21_AR_LUC_MDAKB2_Agonist,0.8180132708821233,0.021426402874052043,13.0,430.0,28.0,22.0,0.6551466001247661,0.7180910792264503,0.288587737916532,0.4323958149108283,0.9388646288209607,0.37142857142857144,,,,,,,,
BSK_3C_Thrombomodulin_up,0.6333220211161388,0.086209898189367,1.0,65.0,0.0,5.0,0.5833333333333334,0.5641025641025641,0.3933978962347216,0.26936177248677245,1.0,0.16666666666666666,,,,,,,,
ATG_NURR1_TRANS_up,0.4907000407000407,0.04292486815137024,3.0,127.0,4.0,8.0,0.6210964607911172,0.6238723108952117,0.29907322391278557,0.3049399511642785,0.9694656488549618,0.2727272727272727,,,,,,,,
BSK_LPS_PGE2_down,0.743046986236355,0.07078401948147514,12.0,40.0,13.0,6.0,0.7106918238993711,0.770964360587002,0.3837982105845572,0.6610362338246217,0.7547169811320755,0.6666666666666666,,,,,,,,
OT_ER_ERaERb_0480,0.8449070118478013,0.060533546141423776,10.0,61.0,11.0,4.0,0.7807539682539683,0.8650793650793651,0.4825250222694274,0.7712734432342593,0.8472222222222222,0.7142857142857143,,,,,,,,
ATG_ERE_CIS_dn,0.6341524216524216,0.0628784513589122,3.0,113.0,18.0,8.0,0.5676613462873005,0.6731436502428869,0.10190612515436764,0.13873732433500802,0.8625954198473282,0.2727272727272727,,,,,,,,
TOX21_NFkB_BLA_agonist_ch1,0.809879386860519,0.08467156371627796,7.0,380.0,18.0,11.0,0.6718313791178113,0.8541317699609157,0.2942062381482252,0.4128214864052719,0.9547738693467337,0.3888888888888889,,,,,,,,
ATG_Ahr_CIS_dn,0.443121525184632,0.10655634638046185,4.0,119.0,11.0,8.0,0.6243589743589744,0.514102564102564,0.22507224165720788,0.2601580099867618,0.9153846153846154,0.3333333333333333,,,,,,,,
BSK_SAg_CD69_down,0.6643597560975609,0.0580770018904971,10.0,40.0,11.0,10.0,0.642156862745098,0.7088235294117646,0.2802226672320168,0.540966422766194,0.7843137254901961,0.5,,,,,,,,
BSK_3C_Proliferation_down,0.683596837944664,0.03074621578073355,16.0,28.0,14.0,13.0,0.6091954022988506,0.6551724137931034,0.21732287250310028,0.5555114475913905,0.6666666666666666,0.5517241379310345,,,,,,,,
ATG_ISRE_CIS_dn,0.6253666267198418,0.05040773033691399,7.0,100.0,19.0,16.0,0.5723419802703691,0.7278041651443186,0.13782948030552294,0.37147074608197983,0.8403361344537815,0.30434782608695654,,,,,,,,
CEETOX_H295R_CORTISOL_dn,0.7297052154195012,0.1226240455096081,8.0,17.0,1.0,1.0,0.9166666666666666,0.9382716049382716,0.8333333333333334,0.9214778503994192,0.9444444444444444,0.8888888888888888,,,,,,,,
TOX21_GR_BLA_Antagonist_viability,0.7751528156961054,0.011631336433608695,9.0,454.0,13.0,17.0,0.6591582935266018,0.7811727886674354,0.34457406788818934,0.38562245201068635,0.9721627408993576,0.34615384615384615,,,,,,,,
ATG_AP_1_CIS_up,0.6124729504785684,0.0598540481861901,13.0,83.0,29.0,17.0,0.587202380952381,0.68125,0.15599236128748534,0.41195890934701973,0.7410714285714286,0.43333333333333335,,,,,,,,
BSK_SAg_MCP1_down,0.6654521963824289,0.11837885687568157,8.0,41.0,12.0,10.0,0.6090146750524109,0.6352201257861635,0.21085750420651136,0.3222845894904557,0.7735849056603774,0.4444444444444444,,,,,,,,
ATG_CMV_CIS_up,0.7026046698872787,0.03940943704999249,21.0,97.0,16.0,8.0,0.7912725053402503,0.835825450106805,0.5350226845138633,0.6216172854042263,0.8584070796460177,0.7241379310344828,,,,,,,,
CEETOX_H295R_TESTO_dn,0.5382766439909297,0.12222886068997695,2.0,12.0,6.0,7.0,0.4444444444444444,0.43209876543209874,-0.11470786693528087,0.32215785304020594,0.6666666666666666,0.2222222222222222,,,,,,,,
ATG_GAL4_TRANS_dn,0.7807681324957167,0.13730522227550435,0.0,129.0,0.0,4.0,0.5,0.7131782945736435,0.0,0.1243170671136773,1.0,0.0,,,,,,,,
TOX21_p53_BLA_p5_ch1,0.7838044396722939,0.052102811442463946,6.0,452.0,15.0,20.0,0.5993246582111679,0.6826717180036238,0.21986269268122344,0.27160046426403617,0.9678800856531049,0.23076923076923078,,,,,,,,
BSK_LPS_MCP1_down,0.6739551146527891,0.09364612147587298,6.0,50.0,5.0,10.0,0.6420454545454546,0.7443181818181819,0.32803992567592377,0.4202643319183238,0.9090909090909091,0.375,,,,,,,,
TOX21_FXR_BLA_agonist_ratio,0.7169791078486731,0.0604972000826661,7.0,390.0,13.0,6.0,0.7531017369727047,0.8394731819049437,0.41170555774201034,0.2387330665913773,0.967741935483871,0.5384615384615384,,,,,,,,
CEETOX_H295R_DOC_dn,0.6025396825396825,0.17864189086008922,4.0,10.0,8.0,4.0,0.5277777777777778,0.5555555555555556,0.05143444998736397,0.5539613104287018,0.5555555555555556,0.5,,,,,,,,
BSK_hDFCGF_PAI1_down,0.6162854196556671,0.024972556606959625,13.0,38.0,13.0,7.0,0.6975490196078431,0.7421568627450981,0.36890286610263195,0.47662790856360915,0.7450980392156863,0.65,,,,,,,,
TOX21_TR_LUC_GH3_Antagonist,0.8098159418739733,0.028043221004341045,98.0,297.0,59.0,39.0,0.7747990650373164,0.8640203395390799,0.528458714631197,0.7273802747850495,0.8342696629213483,0.7153284671532847,,,,,,,,
BSK_KF3CT_SRB_down,0.7136479591836735,0.09379624753013349,2.0,51.0,10.0,8.0,0.5180327868852459,0.6098360655737705,0.033476583918232924,0.2836542467947354,0.8360655737704918,0.2,,,,,,,,
TOX21_p53_BLA_p5_ratio,0.7574422430096558,0.046554294642162174,37.0,361.0,64.0,31.0,0.696764705882353,0.7735294117647059,0.3362191124461181,0.4507258512530821,0.8494117647058823,0.5441176470588235,,,,,,,,
APR_HepG2_MitoticArrest_72h_up,0.6131750194250194,0.0854706235193561,13.0,22.0,19.0,3.0,0.6745426829268293,0.6989329268292682,0.3161102433892482,0.4392605932079616,0.5365853658536586,0.8125,,,,,,,,
ATG_IR1_CIS_up,0.6001153739227134,0.036861734358004807,0.0,136.0,1.0,5.0,0.49635036496350365,0.5824817518248175,-0.016088485456702297,0.06058295097978796,0.9927007299270073,0.0,,,,,,,,
BSK_KF3CT_MCP1_down,0.6004611330698286,0.08170000737169775,1.0,55.0,3.0,12.0,0.5125994694960212,0.6816976127320955,0.04226691310547407,0.3392885365849167,0.9482758620689655,0.07692307692307693,,,,,,,,
APR_HepG2_MitoMembPot_72h_dn,0.4688387635756056,0.08771257600792269,2.0,43.0,5.0,7.0,0.5590277777777778,0.5532407407407407,0.13115784746777812,0.23838037085520486,0.8958333333333334,0.2222222222222222,,,,,,,,
TOX21_p53_BLA_p4_ratio,0.7344363459322616,0.01959120557242423,37.0,351.0,73.0,32.0,0.6820310363686082,0.7447703035274816,0.3033801637829642,0.39405770875943547,0.8278301886792453,0.5362318840579711,,,,,,,,
CEETOX_H295R_PROG_up,0.5336996336996338,0.1258605073618996,3.0,9.0,8.0,4.0,0.4789915966386554,0.5126050420168067,-0.038329089686267526,0.4213754082175135,0.5294117647058824,0.42857142857142855,,,,,,,,
TOX21_PPARg_BLA_antagonist_ratio,0.7369233347175778,0.02391330324059939,14.0,341.0,38.0,23.0,0.6390572630678172,0.7445625044569635,0.23938215722621498,0.29781595078094086,0.899736147757256,0.3783783783783784,,,,,,,,
ATG_RXRb_TRANS_up,0.5863963111017603,0.06591598605263149,11.0,92.0,30.0,9.0,0.6520491803278688,0.6700819672131147,0.2334298424199014,0.30733760218542483,0.7540983606557377,0.55,,,,,,,,
APR_HepG2_MitoMass_72h_up,0.5486353077816493,0.09536813733010983,2.0,43.0,9.0,3.0,0.6134615384615385,0.776923076923077,0.16266348746741638,0.23757700632700635,0.8269230769230769,0.4,,,,,,,,
TOX21_p53_BLA_p4_ch1,0.7556093236421573,0.03512013650104107,12.0,422.0,29.0,30.0,0.6107063668039278,0.6612290148875515,0.2238485905543425,0.23270959536370822,0.9356984478935698,0.2857142857142857,,,,,,,,
BSK_hDFCGF_EGFR_up,0.560691823899371,0.09824012110901745,0.0,66.0,1.0,4.0,0.4925373134328358,0.7388059701492536,-0.029204083016228455,0.39015151515151514,0.9850746268656716,0.0,,,,,,,,
ATG_DR5_CIS_dn,0.6468365613319741,0.1516134519402964,0.0,134.0,2.0,6.0,0.49264705882352944,0.5759803921568627,-0.025104822262671692,0.06944298615962784,0.9852941176470589,0.0,,,,,,,,
ATG_NFI_CIS_up,0.6887174303683737,0.11033583371265815,0.0,122.0,11.0,9.0,0.45864661654135336,0.45112781954887216,-0.07537999928381386,0.06060752379813338,0.9172932330827067,0.0,,,,,,,,
